ILCE_UAVT,District,ADI,Category,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,Capacity,AMBULANS,Nbhood,Latitude,Longitude
2010,GÜNGÖREN,Private Batu Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Baðcýlar Cad. No:96 HAZNEDAR/GÜNGÖREN,0212 555 60 99,,,,,HAZNEDAR,41.01383686,28.8637617
1886,BAYRAMPAÞA,Private Bayrampaþa Hospitalsi,Private Hospital,Hakan Sk. No:18 KARTALTEPE/BAYRAMPAÞA,0212 581 33 33,www.bayrampasa.com.tr,Var,16,Var,KARTALTEPE,41.05808297,28.90357453
1325,EYÜPSULTAN,Çýrçýr Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Saray Sk. No:66 ÇIRÇIR/EYÜPSULTAN,0212 427 27 29,,Yok,0,,ÇIRÇIR,41.08150681,28.9357439
1325,EYÜPSULTAN,Private Acýbadem Mecial Center Göktürk ,Mecial Center Private,Yücel Sk. No:2L GÖKTÜRK MERKEZ/EYÜPSULTAN,0212 322 56 60,www.acibadem.com.tr,Yok,,Yok,GÖKTÜRK MERKEZ,41.17983665,28.88606443
1325,EYÜPSULTAN,Eyüpsultan 10 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Güngören Cad. No:30 ÇIRÇIR/EYÜPSULTAN,0212 625 11 01,,Yok,0,,ÇIRÇIR,41.07962747,28.94134253
2005,BAHÇELÝEVLER,Private Ýlke Hospitalsi,Private Hospital,Yýldýrým Beyazýt Cad. No:1 ZAFER/BAHÇELÝEVLER,0212 652 52 00,www.ilkeHospitalsi.com,Var,25,Var,ZAFER,40.99764325,28.83481914
2053,ESENYURT,Nurten Öztürk Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Enverpaþa Cad. No:10 ESENKENT/ESENYURT,0212 672 77 78,,Yok,0,,ESENKENT,41.05920962,28.67879395
1886,BAYRAMPAÞA,Private Diþ 212 Aðýz ve Diþ Saðlýðý Polikliniði Bayrampaþa,Private Aðýz Diþ Saðlýðý Merkezleri,Abdi Ýpekçi Cad. No:55 YENÝDOÐAN/BAYRAMPAÞA,0212 501 07 43,www.dis212.com.tr,,,,YENÝDOÐAN,41.03734721,28.91204454
2010,GÜNGÖREN,Hekimbaþý Salih Efendi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þebboy Sk. No:35 GENÇOSMAN/GÜNGÖREN,0212 611 86 21,,Yok,0,,GENÇOSMAN,41.0270585,28.88149754
1886,BAYRAMPAÞA,Cevatpaþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Millet Cad. No:192 CEVATPAÞA/BAYRAMPAÞA,0212 609 20 40,,Yok,0,,CEVATPAÞA,41.07060987,28.88443329
2010,GÜNGÖREN,SBÜ Baðcýlar Eðitim ve Araþtýrma Hospitalsi Güngören Semt Polikliniði,Policlinic,Mustafa Yaþar Cad. No:5-7 GENÇOSMAN/GÜNGÖREN,0212 440 40 00,www.beh.gov.tr,Yok,0,,GENÇOSMAN,41.0309125,28.87479887
2010,GÜNGÖREN,Sanayi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yeþil Yurt Sk. No:42 SANAYÝ/GÜNGÖREN,0212 502 49 95,,Yok,0,,SANAYÝ,41.02027387,28.87794099
1166,BAKIRKÖY,Private Kocaelli Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Teyyareci Nurettin Sk. No:2 KARTALTEPE/BAKIRKÖY,0212 561 19 10,,,,,KARTALTEPE,40.98279974,28.87371391
2050,BAÞAKÞEHÝR,Private Bahçe Birinci Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Ahmet Taner Kýþlalý Bulvarý No:3 BAHÇEÞEHÝR 2. KISIM/BAÞAKÞEHÝR,0212 608 08 98,www.birincidis.com,,,,BAHÇEÞEHÝR 2. KISIM,41.06383121,28.68276384
1325,EYÜPSULTAN,Private Rami Saðlýk Kabini,Saðlýk Kabini Private,Baðlar Cad. No:3 RAMÝ CUMA/EYÜPSULTAN,0212 615 19 62,,,,,RAMÝ CUMA,41.04923207,28.9205473
2050,BAÞAKÞEHÝR,Baþakþehir Kadýn ve Aile Saðlýðý Merkezi,Kadýn Hastalýklarý ve Saðlýðý Merkezi,Gülten Sk. No:2 ALTINÞEHÝR/BAÞAKÞEHÝR,0212 513 24 62,www.istanbulhalksagligi.gov.tr,,,,ALTINÞEHÝR,41.0662218,28.75373294
1835,PENDÝK,Perihan Yaþar Akarsu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Mehtap Sk. No:16 ÇINARDERE/PENDÝK,0216 379 93 32,,Yok,0,Yok,ÇINARDERE,40.89924296,29.24753405
1166,BAKIRKÖY,Yenimahalle Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hazýrlýk Sk. No:12 YENÝMAHALLE/BAKIRKÖY,0212 542 80 89,,Yok,0,,YENÝMAHALLE,40.980706,28.878878
1166,BAKIRKÖY,Private Aldent Diþ Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Yüce Tarla Cad. No:6 ZUHURATBABA/BAKIRKÖY,0212 466 57 59,www.aldentdental.com,,,,ZUHURATBABA,40.98348746,28.86851931
2010,GÜNGÖREN,Necip Fazýl Kýsakürek Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yavuz Selim Cad. No:12 GÜNEÞTEPE/GÜNGÖREN,0212 461 74 60,,Yok,0,,GÜNEÞTEPE,41.02367223,28.86806483
2004,BAÐCILAR,Baðcýlar 17 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,2101. Sk. No:3 FEVZÝ ÇAKMAK/BAÐCILAR,0212 628 28 33,,Yok,0,,FEVZÝ ÇAKMAK,41.05043569,28.85826531
2003,AVCILAR,Minion Veteriner Kliniði,Veteriner,Dr. Sadýk Ahmet Cad. (Ambarlý Küçükçekmece Yolu) No:6 AMBARLI/AVCILAR,0212 591 81 73,,,0,Yok,AMBARLI,40.97351053,28.71569146
2004,BAÐCILAR,Diþ Hekimi Yaþar Kilerci,Clinic,Birlik Cad. No:99 B YAVUZ SELÝM/BAÐCILAR,0212 634 17 02,,,,,YAVUZ SELÝM,41.04330524,28.8502929
2010,GÜNGÖREN,Bakýrköy Prof.Dr.Mazhar Osman Ruh Sað. ve Sinir Hast. Eðt. ve Araþ. Hospitalsi Esenler Toplum Ruh Saðlýðý Merkezi,Policlinic,Çinçindere Cad. No:71 GENÇOSMAN/GÜNGÖREN,0212 539 05 17 - 20,www.bakirkoyruhsinir.gov.tr,Yok,0,,GENÇOSMAN,41.03171499,28.87690228
2010,GÜNGÖREN,Güngören 1 Nolu Emergency Station,Emergency Station,Fatih Cad. No:15 MEHMET NESÝH ÖZMEN/GÜNGÖREN,0212 637 69 70,www.istanbulsaglik.gov.tr,Yok,3,Var,MEHMET NESÝH ÖZMEN,41.019197,28.892882
2053,ESENYURT,Kuzey Optik,Optik,Sýdýka Cebecioðlu Sk. No:10 SULTANÝYE/ESENYURT,0212 699 96 99,,,,,SULTANÝYE,41.03215318,28.68300277
2053,ESENYURT,MEDÝHAUS CERRAHÝ TIP MERKEZÝ,Mecial Center Private,Sultan Ahmet Cad. No:9 MEVLANA/ESENYURT,0212 852 32 00,www.beylikduzutipmerkezi.com.tr,Var,,Yok,MEVLANA,41.01336961,28.65692492
1823,KÜÇÜKÇEKMECE,Private Vera Mecial Center Sefaköy,Mecial Center Private,Halkalý Cad. No:2 TEVFÝKBEY/KÜÇÜKÇEKMECE,0212 601 13 67,www.veraHospitalsi.com,Yok,,Yok,TEVFÝKBEY,41.00606942,28.79687202
1886,BAYRAMPAÞA,Private Polident Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Ýsmet Paþa Cad. No:91-93 ÝSMET PAÞA/BAYRAMPAÞA,0212 501 29 25 - 0212 577 77 48,,,,,ÝSMET PAÞA,41.04086897,28.91207731
2010,GÜNGÖREN,Private Diþhane Aðýz Diþ Saðlýðý Merkezi,Private Aðýz Diþ Saðlýðý Merkezleri,Soðanlý Cad. No:1 MAREÞAL ÇAKMAK/GÜNGÖREN,0212 505 98 76,www.dishane.com,,,,MAREÞAL ÇAKMAK,41.02076747,28.86696339
1886,BAYRAMPAÞA,Private Baypark Hospital,Private Hospital,Ali Fuat Baþgil Cad. No:112-114 YILDIRIM/BAYRAMPAÞA,0212 640 55 55,www.baypark.com.tr,Var,77,Var,YILDIRIM,41.06302656,28.89115271
2010,GÜNGÖREN,Güngören Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Ünlü Sk. No:4 MERKEZ/GÜNGÖREN,0212 539 05 17 - 20,www.istanbulhalksagligi.gov.tr,,,Yok,MERKEZ,41.02176406,28.87057811
1421,KADIKÖY,Kadýköy 1-10 Nolu Emergency Station,Emergency Station,Koþuyolu Cad. No:71/8 KOÞUYOLU/KADIKÖY,0216 545 81 33,www.istanbulsaglik.gov.tr,Yok,3,Var,KOÞUYOLU,41.00667258,29.034854
1421,KADIKÖY,Private Dermatec Polikliniði,Policlinic Private,Rýhtým Cad. No:34 RASÝMPAÞA/KADIKÖY,0216 338 40 04,www.dermatec.com.tr,Yok,0,,RASÝMPAÞA,40.99381758,29.02505147
1421,KADIKÖY,Efe Optik,Optik,Ressam Salih Erimez Cad. No:18-20 MERDÝVENKÖY/KADIKÖY,0216 565 05 83,,,,,MERDÝVENKÖY,40.98472304,29.066061
1823,KÜÇÜKÇEKMECE,Tepeüstü Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýnönü Cad. No:76/2 YENÝ MAHALLE/KÜÇÜKÇEKMECE,0212 599 32 20,,Yok,0,,YENÝ MAHALLE,40.99712347,28.77669861
1823,KÜÇÜKÇEKMECE,Private Rehamer Fizik Tedavi Merkezi,Fizik Tedavi ve Rehabilitasyon Merkezi Private,Fatih Cad. No:2 HALKALI MERKEZ/KÜÇÜKÇEKMECE,0212 470 04 95,www.rehamer.com,Yok,0,Yok,HALKALI MERKEZ,41.03053447,28.80449005
2053,ESENYURT,Yediz Optik,Optik,Cumhuriyet Cad. No:5 BATTALGAZÝ/ESENYURT,0212 689 23 48,,,,,BATTALGAZÝ,41.03587718,28.6571681
1663,ÞÝÞLÝ,Diþ Hekimi Nurdan Güzeltepe,Clinic,Halide Edip Adývar Cad. No:53 HALÝDE EDÝP ADIVAR/ÞÝÞLÝ,0212 210 70 39,,,,,HALÝDE EDÝP ADIVAR,41.06186834,28.97583909
2049,ATAÞEHÝR,Private Dentataþehir Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Ataþehir Bulvarý No:14G ATATÜRK/ATAÞEHÝR,0216 456 56 33,www.dentatasehir.com,,,,ATATÜRK,40.99266289,29.1245655
1810,KAÐITHANE,Private Whitedent Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Ayyýldýz Sk. No:2 TALATPAÞA/KAÐITHANE,0212 320 91 31,www.whitedent.net,Yok,,,TALATPAÞA,41.06367796,28.96810643
2012,MALTEPE,Ünal Huzur Bakýmevi,Bakým Evi,Rýfký Tongsir Cad. No:80 ÝDEALTEPE/MALTEPE,0216 366 22 30,www.unalhuzurevleri.com,,35,Yok,ÝDEALTEPE,40.94441726,29.12531421
2055,SULTANGAZÝ,Malkoçoðlu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Mehmet Akif Ersoy Cad. No:37 MALKOÇOÐLU/SULTANGAZÝ,0212 668 84 24,,Yok,0,,MALKOÇOÐLU,41.11352042,28.84827983
1663,ÞÝÞLÝ,Private Ýntermed Polikliniði,Policlinic Private,Vali Konaðý Cad. No:63 HARBÝYE/ÞÝÞLÝ,0212 248 33 45,www.intermed.gen.tr,Yok,0,,HARBÝYE,41.05146837,28.99157233
1823,KÜÇÜKÇEKMECE,Küçükçekmece 5 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yýlmaz Sk. No:4 ÝNÖNÜ/KÜÇÜKÇEKMECE,0212 697 11 14,,Yok,0,,ÝNÖNÜ,41.02450795,28.80052141
1708,ÜSKÜDAR,Private Ürolab Týbbi Tahlil Laboratuvarý,Laboratuvar Private,Halk Cad. No:32 AZÝZ MAHMUT HÜDAYÝ/ÜSKÜDAR,0216 391 96 96 - 97,www.urolab.com.tr,,,,AZÝZ MAHMUT HÜDAYÝ,41.02060293,29.01505368
1421,KADIKÖY,Kadýköy 13 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ressam Salih Erimez Cad. No:8 MERDÝVENKÖY/KADIKÖY,0546 590 41 42,,Yok,0,,MERDÝVENKÖY,40.98411393,29.0626995
1663,ÞÝÞLÝ,Private Biruni Laboratuvarý Mecidiyeköy,Laboratuvar Private,Vali Konaðý Cad. No:161 MEÞRUTÝYET/ÞÝÞLÝ,0212 233 22 95,www.biruni.com.tr,,,,MEÞRUTÝYET,41.05515993,28.99521918
1708,ÜSKÜDAR,Private Medivia Hospital Hospitalsi,Private Hospital,Zübeyde Haným Cad. No:15 GÜZELTEPE/ÜSKÜDAR,0216 308 66 26 - 0216 357 19 57,www.mediviahospital.com,Var,51,Var,GÜZELTEPE,41.05225685,29.07600699
1708,ÜSKÜDAR,Güzeltepe Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Mertel Sk. No:4 GÜZELTEPE/ÜSKÜDAR,0216 557 83 03,,Yok,0,,GÜZELTEPE,41.04622594,29.06821159
1421,KADIKÖY,Private Dent 216 Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Þemsettin Günaltay Cad. No:152 19 MAYIS/KADIKÖY,0216 301 22 00,www.dent216.com,,,,19 MAYIS,40.96995857,29.08484855
1823,KÜÇÜKÇEKMECE,Private Anadolu Dahiliye Merkezi,Mecial Center Private,Þakrak Kuþu Sk. No:1 KANARYA/KÜÇÜKÇEKMECE,0212 541 42 07,,Yok,,Yok,KANARYA,41.01097209,28.7769985
1327,FATÝH,Private Çarþamba Mecial Center,Mecial Center Private,Manyasizade Cad. No:12 BALAT/FATÝH,0212 621 05 32,,Var,,Yok,BALAT,41.0264336,28.94823788
1810,KAÐITHANE,Kaðýthane 6 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Talatpaþa Cad. No:2 TELSÝZLER/KAÐITHANE,0212 325 36 00,,Yok,0,,TELSÝZLER,41.07854691,28.99702629
1663,ÞÝÞLÝ,Onkoloji ve Ýç Hastalýklarý Uzmaný Prof. Dr. Adnan Aydýner,Clinic,Vali Konaðý Cad. No:45-47 HALASKARGAZÝ/ÞÝÞLÝ,0212 296 33 88,,,,,HALASKARGAZÝ,41.05049596,28.98958349
1421,KADIKÖY,Private Erhan Aydýnlar Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Baðdat Cad. No:451 SUADÝYE/KADIKÖY,0216 445 53 53,,,,,SUADÝYE,40.9592429,29.0835953
2010,GÜNGÖREN,Diþ Hekimi Çaðatay Sözer,Clinic,Baðcýlar Cad. No:80/1 HAZNEDAR/GÜNGÖREN,0212 555 20 45,,,,,HAZNEDAR,41.0127617,28.86487428
1886,BAYRAMPAÞA,Bayrampaþa Public Hospital,Public Hospital,Kenar Cad. No:6A ÝSMET PAÞA/BAYRAMPAÞA,0212 567 67 74,www.bayrampasadh.gov.tr,Var,100,Yok,ÝSMET PAÞA,41.04174665,28.90269906
1421,KADIKÖY,SBÜ Erenköy Ruh ve Sinir Hastalýklarý Eðitim ve Araþtýrma Hospitalsi,Research Hospital,Bayar Cad. No: 19 MAYIS/KADIKÖY,0216 302 59 59,www.erenkoyruhsinir.gov.tr,Var,250,Var,19 MAYIS,40.97549388,29.0888788
2010,GÜNGÖREN,Diþ Hekimi Mehmet Tatar,Clinic,Ýnönü Cad. No:60 GÜVEN/GÜNGÖREN,0212 506 44 94,,,,,GÜVEN,41.01378553,28.87179371
2014,SULTANBEYLÝ,Private Saygý Hospitalsi,Private Hospital,Begonya Sk. No:2 ABDURRAHMANGAZÝ/SULTANBEYLÝ,0850 321 50 00,www.saygiHospitalsi.com.tr,Var,83,Var,ABDURRAHMANGAZÝ,40.96973367,29.25805714
2055,SULTANGAZÝ,Fahri Optik,Optik,Eski Edirne Asfaltý No:690 CEBECÝ/SULTANGAZÝ,0212 668 87 02,,,,,CEBECÝ,41.10703572,28.86035755
2012,MALTEPE,Ýstanbul Meslek Hastalýklarý Hospitalsi,Public Hospital,Maltepe-Baþýbüyük Yolu No:5 BAÞIBÜYÜK/MALTEPE,0216 421 44 00,www.imhh.gov.tr,Var,52,Yok,BAÞIBÜYÜK,40.94907369,29.13943024
2055,SULTANGAZÝ,Valide Sultan Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,2417. Sk. No:40 ESENTEPE/SULTANGAZÝ,0212 668 37 53,,Yok,0,,ESENTEPE,41.10220867,28.88221207
1810,KAÐITHANE,Okmeydaný Eðitim ve Araþtýrma Hospitalsi Merkez Laboratuvarý,Laboratuvar,Namzet Sk. No:5 GÜRSEL/KAÐITHANE,0212 314 55 55,www.okmeydani.gov.tr,,,,GÜRSEL,41.06569945,28.97250061
2005,BAHÇELÝEVLER,Türk Red Crescentý Bahçelievler Þubesi,Red Crescent,Mahmutbey 12. Sk. No: ÞÝRÝNEVLER/BAHÇELÝEVLER,0212 503 70 70,www.kizilay.org.tr,,,Yok,ÞÝRÝNEVLER,40.99966344,28.84663734
2005,BAHÇELÝEVLER,Private Efedent Diþ Protez Laboratuvarý,Private Aðýz Diþ Saðlýðý Merkezleri,Ýzzettin Çalýþlar Cad. No:7 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 674 86 30,,,,,BAHÇELÝEVLER,41.00402198,28.87131282
1852,ÜMRANÝYE,Private Dentarium Aðýz ve Diþ Saðlýðý Merkezi,Private Aðýz Diþ Saðlýðý Merkezleri,Ýkbal Cad. No:79-81B ÇAMLIK/ÜMRANÝYE,0216 594 66 66,www.dentariumdis.com,,,,ÇAMLIK,41.00903103,29.12714542
1852,ÜMRANÝYE,Açelya Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Atakan Cad. No:15 ATAKENT/ÜMRANÝYE,0216 316 50 10,,Yok,0,,ATAKENT,41.01631237,29.10618121
1852,ÜMRANÝYE,Ümraniye 8 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Doðru Sk. No:12 ESENEVLER/ÜMRANÝYE,0216 523 52 00,,Yok,0,,ESENEVLER,41.01057154,29.09515415
2049,ATAÞEHÝR,Fetih Öz Çifçi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Kafkas Sk. No:7 FETÝH/ATAÞEHÝR,0216 472 54 96,,Yok,0,,FETÝH,41.00268502,29.07943992
1708,ÜSKÜDAR,Private Eroðlu Diþ Protez Laboratuvarý,Diþ Laboratuvarý,Çamlýbel Sk. No:16 KÜÇÜKÇAMLICA/ÜSKÜDAR,0216 340 68 34,,,,,KÜÇÜKÇAMLICA,41.00682187,29.07223763
1663,ÞÝÞLÝ,Private Algo Aðrý Taný ve Tedavi Merkezi,Private Taný Tedavi Merkezleri,Rumeli Cad. No:5 HALASKARGAZÝ/ÞÝÞLÝ,0212 240 60 60,www.algo.com.tr,Yok,0,,HALASKARGAZÝ,41.05191854,28.9910086
1663,ÞÝÞLÝ,Okmeydaný Eðitim ve Araþtýrma Hospitalsi Onkoloji Nükleer Mecial Center,Mecial Center,28 Nisan Cad. KAPTANPAÞA/ÞÝÞLÝ,0212 221 77 77,www.okmeydani.gov.tr,Var,,Var,KAPTANPAÞA,41.06545666,28.97476538
1708,ÜSKÜDAR,Private Ümraniye Yaþam Diyaliz Merkezi,Diyaliz Merkezi Private,Alemdað Cad. No:8 KISIKLI/ÜSKÜDAR,0216 329 40 90,www.yasamdiyaliz.net,,,Yok,KISIKLI,41.02278263,29.07230433
1708,ÜSKÜDAR,Baþkent Üniversitesi Ýstanbul Saðlýk Uygulama ve Araþtýrma Hospitalsi 3 Nolu Policlinic,Policlinic,Mahir Ýz Cad. No:41/2 ALTUNÝZADE/ÜSKÜDAR,0216 554 15 00,,Yok,0,,ALTUNÝZADE,41.02231198,29.04345784
1663,ÞÝÞLÝ,Private Düzen Laboratuvarý Mecidiyeköy,Laboratuvar Private,Avni Dilligil Sk. No:3 GÜLBAHAR/ÞÝÞLÝ,0212 272 48 00,www.duzen.com.tr,,,,GÜLBAHAR,41.06832058,29.0011909
1739,ZEYTÝNBURNU,Private Damla Üroloji Taþ Kýrma Merkezi,Diyaliz Merkezi Private,69/1. Sk. No:2/1 TELSÝZ/ZEYTÝNBURNU,0212 664 42 48,www.damlauroloji.com.tr,,,Yok,TELSÝZ,40.99496941,28.91189229
2004,BAÐCILAR,Private Yeni Ýklim Hospitalsi,Private Hospital,892. Sk. No:5 SANCAKTEPE/BAÐCILAR,0212 433 21 24,www.yeniiklimHospitalsi.com.tr,Var,59,Var,SANCAKTEPE,41.03673094,28.85788259
1835,PENDÝK,Pendik Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Ýnce Sk. DOÐU/PENDÝK,0216 483 03 79 - 80,www.istanbulhalksagligi.gov.tr,,,Yok,DOÐU,40.88283934,29.24458995
1835,PENDÝK,Çýnardere Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ömer Seyfettin Sk. No:9 ÇINARDERE/PENDÝK,0216 379 30 22,,Yok,0,,ÇINARDERE,40.89454191,29.2405342
2016,ESENLER,Ertuðrul Gazi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Karatay Sk. No:1 KAZIM KARABEKÝR/ESENLER,0212 508 01 12,,Yok,0,,KAZIM KARABEKÝR,41.04324407,28.87408306
1421,KADIKÖY,Private Horasan Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Dr. Esat Iþýk Cad. No:99 CAFERAÐA/KADIKÖY,0216 338 61 94,www.horasanads.com,,,,CAFERAÐA,40.98324425,29.03128881
2005,BAHÇELÝEVLER,Diþ Hekimi Zihni Çardak,Clinic,Fetih Cad. No:6 ÞÝRÝNEVLER/BAHÇELÝEVLER,0212 503 26 51,,,,,ÞÝRÝNEVLER,40.99398991,28.84343203
2004,BAÐCILAR,Medipol Mega Hospitaller Kompleksi,University Hospital,2309. Sk. No:6 GÖZTEPE/BAÐCILAR,0212 460 77 77 - 444 70 44,www.medipolmega.com,Var,515,Var,GÖZTEPE,41.05833107,28.84223396
1739,ZEYTÝNBURNU,Hekimbaþý Ýsa Efendi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,85/2. Sk. No:27 TELSÝZ/ZEYTÝNBURNU,0212 665 11 80,,Yok,0,,TELSÝZ,41.00080968,28.91403211
2004,BAÐCILAR,Yaðmur Optik,Optik,892. Sk. No:7 B SANCAKTEPE/BAÐCILAR,0212 433 98 39,,,,,SANCAKTEPE,41.03667204,28.85816727
1183,BEÞÝKTAÞ,Private Sculpture Polikliniði,Policlinic Private,Gül Sk. No:11 AKAT/BEÞÝKTAÞ,0212 279 75 75,www.sculpture.com.tr,Yok,0,,AKAT,41.08937355,29.0209837
1183,BEÞÝKTAÞ,Karanfilköy Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Zeytinoðlu Cad. No:123 AKAT/BEÞÝKTAÞ,0212 351 25 53,,Yok,0,,AKAT,41.09026351,29.02562476
1336,GAZÝOSMANPAÞA,Private Avrupa Þafak Hospitalsi,Private Hospital,Hospital Sk. No:2-4B MERKEZ/GAZÝOSMANPAÞA,0212 417 00 00,www.avrupasafak.com,Var,121,Var,MERKEZ,41.059746,28.912531
1183,BEÞÝKTAÞ,Hayvan Hospitalsi,Veteriner,Mustafa Ýzzet Efendi Sk. No:5/1 MECÝDÝYE/BEÞÝKTAÞ,0212 274 63 64,,,0,Yok,MECÝDÝYE,41.05571189,29.01668118
1183,BEÞÝKTAÞ,Private Dental Cilinic Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Akçam Cad. No:20 KONAKLAR/BEÞÝKTAÞ,0212 325 96 59,www.dentalclinic.com.tr,,,,KONAKLAR,41.08670196,29.00931835
2004,BAÐCILAR,SBÜ Baðcýlar Eðitim ve Araþtýrma Hospitalsi,Research Hospital,Dr. Sadýk Ahmet Sk. No:5 MERKEZ/BAÐCILAR,0212 440 40 00,www.beh.gov.tr,Var,498,Var,MERKEZ,41.03018268,28.87126367
1325,EYÜPSULTAN,Private Nurtepe Aðýz ve Diþ Saðlýðý Merkezi,Private Aðýz Diþ Saðlýðý Merkezleri,Zülüf Sk. No:2 GÜZELTEPE/EYÜPSULTAN,0212 295 38 93,,,,,GÜZELTEPE,41.07809082,28.96098907
1325,EYÜPSULTAN,Private Tepedent Aðýz Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Neþeli Sk. No:18 KARADOLAP/EYÜPSULTAN,0212 427 36 99,www.teknodent.com,,,,KARADOLAP,41.07912781,28.92761995
1421,KADIKÖY,Private Lifemed Mecial Center,Mecial Center Private,Baðdat Cad. No:191 GÖZTEPE/KADIKÖY,0216 444 54 33,www.lifemed.com.tr,Yok,,Yok,GÖZTEPE,40.97454183,29.05451174
1663,ÞÝÞLÝ,Private Detay Týbbi Laboratuvarý,Laboratuvar Private,Hacý Emin Efendi Sk. No:77 TEÞVÝKÝYE/ÞÝÞLÝ,0212 231 97 81 - 0212 241 12 40,www.detaylab.com.tr,,,,TEÞVÝKÝYE,41.05324537,28.99347117
1421,KADIKÖY,Yapý Kredi Bankasý Huzurevi,Huzurevi,Beyazleylaklý Sk. No:4 ACIBADEM/KADIKÖY,0216 325 45 03,www.yapikrediemeklisandigi.org,,,Yok,ACIBADEM,41.0003443,29.04419684
1421,KADIKÖY,Gizli Bahçe Veteriner Kliniði,Veteriner,Mehmet Akfan Sk. No:63 KOÞUYOLU/KADIKÖY,0216 545 89 55,,,0,Yok,KOÞUYOLU,41.00764221,29.03899462
1421,KADIKÖY,Private Gözaydýn Göz Merkezi,Göz Merkezi Private,Fahrettin Kerim Gökay Cad. No:39-41 HASANPAÞA/KADIKÖY,0216 349 66 77,www.gozaydin.net,,0,,HASANPAÞA,40.99280349,29.03893117
1663,ÞÝÞLÝ,Þiþli 13 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Papa Roncalli Sk. No:124 ERGENEKON/ÞÝÞLÝ,0212 296 86 80,,Yok,0,,ERGENEKON,41.0475493,28.98622711
1421,KADIKÖY,Private Fahrettin Kerim Gökay Vakfý Saðlýk Tesisi,Private Hospital,Fahrettin Kerim Gökay Cad. No:237 MERDÝVENKÖY/KADIKÖY,0216 411 45 98 - 0216 369 91 89,www.fahrettinkerimgokayvakfi.org,Yok,0,Yok,MERDÝVENKÖY,40.98207905,29.06869517
1886,BAYRAMPAÞA,Private Elitaþ Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Eski Edirne Asfaltý No:279 YILDIRIM/BAYRAMPAÞA,0212 538 65 65,,,,,YILDIRIM,41.06963499,28.89363899
2010,GÜNGÖREN,Güven Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hanzer Sk. No:5 GÜVEN/GÜNGÖREN,0212 644 55 86,,Yok,0,,GÜVEN,41.01109485,28.87592302
