_id,District,Nbhood,mahalle_koy_uavt,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,Care In Hospital,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma
595,KUCUKCEKMECE,TEVFIKBEY,40593,87,171,533,722,103,63,272,482,1,2,4,4404
596,KUCUKCEKMECE,YARIMBURGAZ,40599,11,45,204,362,3,2,20,45,0,1,1,750
597,KUCUKCEKMECE,YENI MAHALLE,40600,67,118,327,437,71,49,190,336,1,1,3,2297
598,KUCUKCEKMECE,YESILOVA,40602,86,180,520,676,93,63,250,451,1,1,4,4140
599,MALTEPE,ALTAYCESME,40612,6,15,90,294,9,4,27,57,0,1,1,877
600,MALTEPE,ALTINTEPE,40613,10,22,126,403,18,9,47,93,1,0,1,1077
601,MALTEPE,AYDINEVLER,40617,4,16,86,265,2,1,12,31,0,0,1,573
602,MALTEPE,BAGLARBASI,40615,26,59,309,720,35,19,95,181,1,1,2,2227
603,MALTEPE,BASIBUYUK,40625,19,68,286,618,10,8,37,80,1,1,1,1184
604,MALTEPE,BUYUKBAKKALKOY,40624,3,15,86,189,0,0,1,5,0,0,1,80
605,MALTEPE,CEVIZLI,40614,27,69,343,710,30,15,85,162,1,1,2,2224
606,MALTEPE,CINAR,40608,4,10,67,218,6,3,19,41,0,0,1,602
607,MALTEPE,ESENKENT,40620,22,70,290,581,18,12,55,108,0,1,2,1406
608,MALTEPE,FEYZULLAH,40610,14,30,140,313,20,10,53,98,1,1,1,1170
609,MALTEPE,FINDIKLI,40619,4,14,130,561,4,2,22,57,0,0,1,1156
610,MALTEPE,GIRNE,40618,2,9,53,176,2,0,10,25,0,0,0,433
611,MALTEPE,GULENSU,40622,28,99,400,753,14,12,44,90,0,1,1,976
612,MALTEPE,GULSUYU,40621,20,67,316,595,12,9,37,76,1,1,1,947
613,MALTEPE,IDEALTEPE,40609,4,12,84,270,7,3,22,47,0,0,1,702
614,MALTEPE,KUCUKYALI MERKEZ,40611,6,15,100,315,9,4,27,57,0,0,1,816
615,MALTEPE,YALI,40616,25,57,212,320,20,11,55,102,1,1,2,1208
616,MALTEPE,ZUMRUTEVLER,40623,13,43,270,855,18,8,58,128,1,1,2,2444
617,PENDIK,AHMET YESEVI,40632,7,38,233,524,6,2,24,59,1,1,2,1282
618,PENDIK,BAHCELIEVLER,40628,7,23,130,306,6,3,19,38,0,0,1,609
619,PENDIK,BALLICA,191755,1,4,25,60,0,0,0,0,0,0,0,28
620,PENDIK,BATI,40633,8,23,122,309,8,4,25,50,0,0,1,737
621,PENDIK,CAMCESME,40649,7,23,161,487,8,4,26,57,0,0,1,1046
622,PENDIK,CAMLIK,40656,3,19,114,243,1,0,5,21,0,1,1,616
623,PENDIK,CINARDERE,40644,11,38,188,386,8,6,27,56,0,0,1,958
624,PENDIK,DOGU,40627,9,26,130,321,10,5,30,59,1,1,1,813
625,PENDIK,DUMLUPINAR,40626,17,58,286,611,11,8,38,82,1,1,1,1398
626,PENDIK,EMIRLI,191757,0,2,12,36,0,0,0,0,0,0,0,14
627,PENDIK,ERTUGRUL GAZI,40635,29,107,405,796,7,9,40,85,0,1,1,720
628,PENDIK,ESENLER,40638,3,15,111,366,2,1,12,31,0,0,1,782
629,PENDIK,ESENYALI,40643,5,14,65,277,7,3,19,37,0,0,1,357
630,PENDIK,FATIH,40647,6,25,163,415,6,3,19,43,0,0,1,905
631,PENDIK,FEVZI CAKMAK,40629,7,26,179,537,7,2,26,60,1,1,1,1133
632,PENDIK,GOCBEYLI,191759,1,6,45,118,0,0,0,0,0,0,0,50
633,PENDIK,GULLU BAGLAR,40640,4,21,131,316,1,0,11,26,0,0,1,552
634,PENDIK,GUZELYALI,40634,8,27,133,513,10,3,31,62,1,1,2,988
635,PENDIK,HARMANDERE,40636,5,16,60,118,4,2,13,27,0,0,0,441
636,PENDIK,KAVAKPINAR,40646,21,93,557,1271,19,8,65,145,1,1,3,2841
637,PENDIK,KAYNARCA,40631,12,37,235,734,14,6,46,99,1,1,2,1681
638,PENDIK,KURNA,191761,2,9,47,111,0,0,0,1,0,1,0,65
639,PENDIK,KURTDOGMUS,191763,0,1,10,35,0,0,0,0,0,0,0,10
640,PENDIK,KURTKOY,40654,3,15,109,334,0,0,8,26,0,0,1,743
641,PENDIK,ORHANGAZI,40650,8,33,217,557,9,4,26,59,1,0,1,1239
642,PENDIK,ORTA,40645,8,24,107,196,5,4,16,32,0,0,0,415
643,PENDIK,RAMAZANOGLU,40639,11,47,212,354,1,0,10,23,1,1,1,220
644,PENDIK,SANAYI,40651,6,28,133,219,3,2,9,19,1,0,1,215
645,PENDIK,SAPAN BAGLARI,40637,10,27,135,266,8,5,22,45,0,0,1,688
646,PENDIK,SULUNTEPE,40655,8,41,230,537,4,2,19,47,0,1,1,976
647,PENDIK,SEYHLI,40630,7,27,144,313,4,2,17,38,1,1,1,832
648,PENDIK,VELIBABA,40642,10,48,271,665,5,3,26,66,1,1,2,1391
649,PENDIK,YAYALAR,40641,5,21,112,256,1,0,10,24,0,0,1,496
650,PENDIK,YENI,40652,16,44,208,365,14,8,38,74,0,1,1,1129
651,PENDIK,YENISEHIR,40653,3,18,117,335,2,0,17,49,1,1,1,1526
652,PENDIK,YESILBAGLAR,40648,6,17,88,162,4,2,13,26,0,0,1,385
653,SANCAKTEPE,ABDURRAHMANGAZI,40579,5,29,183,515,3,1,13,35,1,1,2,931
654,SANCAKTEPE,AKPINAR,40575,14,57,268,534,11,7,36,78,1,1,2,1340
655,SANCAKTEPE,ATATURK,98781,1,6,69,285,0,0,2,12,0,0,0,359
656,SANCAKTEPE,EMEK,40759,4,22,144,394,3,1,14,36,0,1,1,844
657,SANCAKTEPE,EYUP SULTAN,40578,5,24,154,419,1,0,9,28,1,1,2,628
658,SANCAKTEPE,FATIH,40576,7,35,213,538,4,1,21,54,1,1,2,1257
659,SANCAKTEPE,HILAL,40776,1,7,54,148,0,0,2,6,0,0,0,157
660,SANCAKTEPE,INONU,40760,1,4,48,228,0,0,2,11,0,0,0,271
661,SANCAKTEPE,KEMAL TURKLER,40761,1,7,63,230,0,0,3,12,0,0,0,329
662,SANCAKTEPE,MECLIS,40762,1,6,64,286,1,0,4,15,0,1,1,393
663,SANCAKTEPE,MERVE,40775,2,12,96,285,0,0,3,15,0,0,1,457
664,SANCAKTEPE,MEVLANA,40773,2,14,93,265,1,1,6,18,0,0,1,434
665,SANCAKTEPE,OSMANGAZI,40580,19,84,416,861,11,6,46,111,1,1,3,2173
666,SANCAKTEPE,PASAKOY,192001,1,9,51,125,0,0,0,0,0,0,0,65
667,SANCAKTEPE,SAFA,40771,2,13,88,256,1,0,7,21,0,0,0,517
668,SANCAKTEPE,SARIGAZI,40763,4,17,114,322,3,1,12,30,0,0,1,704
669,SANCAKTEPE,VEYSEL KARANI,40574,10,47,250,504,8,5,26,58,1,1,1,1215
670,SANCAKTEPE,YENIDOGAN,40774,1,6,63,226,0,0,1,9,0,0,1,313
671,SANCAKTEPE,YUNUS EMRE,40772,3,17,108,312,1,1,9,25,0,0,1,580
672,SARIYER,AYAZAGA,40686,5,23,152,448,2,1,13,33,1,1,1,714
673,SARIYER,BAHCEKOY KEMER,40684,0,1,12,40,0,0,0,0,0,0,0,34
674,SARIYER,BAHCEKOY MERKEZ,40682,0,1,11,39,0,0,0,2,0,0,0,49
675,SARIYER,BAHCEKOY YENI,40683,0,1,13,47,0,0,0,1,0,0,0,62
676,SARIYER,BALTALIMANI,40657,3,12,74,187,0,0,3,8,0,0,0,125
677,SARIYER,BUYUKDERE,40658,7,22,123,298,2,1,7,17,0,0,0,295
678,SARIYER,CUMHURIYET,40659,2,10,66,200,0,0,3,10,0,0,0,176
679,SARIYER,CAMLITEPE,40660,1,4,27,97,0,0,1,5,0,0,0,83
680,SARIYER,CAYIRBASI,40661,12,27,98,166,5,3,15,28,0,0,0,286
681,SARIYER,DARUSSAFAKA,40662,1,3,15,48,0,0,1,3,0,0,0,140
682,SARIYER,DEMIRCIKOY,191765,1,3,31,92,0,0,0,0,0,0,0,34
683,SARIYER,EMIRGAN,40663,1,3,39,130,0,0,0,1,0,0,0,87
684,SARIYER,FATIH SULTAN MEHMET,40664,3,19,153,434,0,0,4,14,0,0,0,291
685,SARIYER,FERAHEVLER,40665,1,6,55,203,0,0,1,5,0,0,0,150
686,SARIYER,GARIPCE,191767,0,1,6,19,0,0,0,0,0,0,0,7
687,SARIYER,GUMUSDERE,191769,1,5,37,107,0,0,0,0,0,0,0,54
688,SARIYER,HUZUR,40700,1,4,26,94,0,0,1,3,0,0,1,124
689,SARIYER,ISTINYE,40666,11,30,141,284,8,5,23,44,0,1,1,592
690,SARIYER,KAZIM KARABEKIR PASA,40667,2,10,75,217,0,0,2,8,0,0,0,158
691,SARIYER,KISIRKAYA,191771,0,2,12,31,0,0,0,0,0,0,0,28
692,SARIYER,KIRECBURNU,40668,1,2,27,98,0,0,0,1,0,0,0,38
693,SARIYER,KOCATAS,40669,1,6,46,134,0,0,1,4,0,0,0,80
694,SARIYER,KUMKOY (KILYOS),191773,1,6,57,173,0,0,0,0,0,0,1,83
695,SARIYER,MADEN,40670,4,14,111,310,1,1,6,13,0,0,1,268
696,SARIYER,MASLAK,40704,1,6,45,124,1,1,6,15,0,1,1,26
697,SARIYER,PINAR,40672,2,9,59,192,1,1,4,10,0,0,0,195
698,SARIYER,POLIGON,40673,1,3,28,91,0,0,0,3,0,0,0,98
699,SARIYER,PTT EVLERI,40674,4,9,53,111,2,1,7,14,0,0,0,175
700,SARIYER,RESITPASA,40675,4,18,125,384,1,1,6,18,1,0,1,307
701,SARIYER,RUMELI HISARI,40676,3,11,77,223,0,0,3,8,0,0,0,195
702,SARIYER,RUMELI KAVAGI,40677,3,9,56,135,0,0,2,6,0,0,0,119
703,SARIYER,RUMELIFENERI,191775,1,3,28,89,0,0,0,0,0,0,0,42
704,SARIYER,SARIYER MERKEZ,40671,15,37,179,380,8,5,25,47,1,1,1,546
705,SARIYER,TARABYA,40678,0,4,51,205,0,0,0,1,0,0,1,145
706,SARIYER,USKUMRUKOY,191777,1,12,123,364,0,0,0,0,1,1,0,184
707,SARIYER,YENI,40679,5,11,60,136,2,1,5,11,0,0,0,145
708,SARIYER,YENIKOY,40680,2,10,92,287,0,0,2,8,0,0,1,250
709,SARIYER,ZEKERIYAKOY,191779,1,8,103,360,0,0,0,0,1,1,1,231
710,SILIVRI,AKOREN,191835,4,17,83,199,0,0,0,0,1,0,1,95
711,SILIVRI,ALIBEY,40920,8,28,134,330,7,4,24,53,1,1,1,1015
712,SILIVRI,ALIPASA,40927,8,31,127,221,0,0,1,3,1,1,1,117
713,SILIVRI,BALABAN,40930,32,118,468,686,0,0,4,9,1,1,2,488
714,SILIVRI,BEKIRLI,191845,3,7,24,49,0,0,0,1,0,0,0,28
715,SILIVRI,BEYCILER,191847,4,13,55,131,0,0,1,2,0,0,1,69
716,SILIVRI,BUYUK CAVUSLU,40941,9,26,101,239,0,0,3,6,0,1,1,145
717,SILIVRI,BUYUK KILICLI,16775,4,17,75,172,0,0,0,0,0,0,0,85
718,SILIVRI,BUYUK SINEKLI,16771,3,7,25,55,0,0,0,0,0,0,0,89
719,SILIVRI,CUMHURIYET,40922,34,126,490,678,6,3,22,49,1,2,1,704
720,SILIVRI,CAYIRDERE,191851,12,26,73,155,0,0,2,4,0,0,0,104
721,SILIVRI,CELTIK,191837,8,31,124,207,0,0,0,1,1,1,1,142
722,SILIVRI,DANAMANDIRA,191853,2,5,23,63,0,0,0,1,0,0,0,32
723,SILIVRI,FATIH,40918,9,28,104,215,6,4,17,36,0,0,0,454
724,SILIVRI,FENER,16765,13,45,168,316,0,0,2,4,1,1,1,195
725,SILIVRI,FEVZIPASA,40933,7,29,128,242,1,1,5,12,1,1,2,188
726,SILIVRI,GAZITEPE,40925,7,28,105,180,0,0,1,3,0,0,0,124
727,SILIVRI,GUMUSYAKA,40935,45,186,781,1146,1,0,14,34,2,2,5,946
728,SILIVRI,HURRIYET,40937,1,16,110,214,0,0,0,0,1,1,0,322
729,SILIVRI,ISMETPASA,40934,7,29,122,229,1,1,4,10,1,1,1,221
730,SILIVRI,KADIKOY,40939,12,38,128,224,1,1,4,9,0,0,0,170
731,SILIVRI,KAVAKLI,40936,2,18,119,226,0,0,0,1,1,1,0,153
732,SILIVRI,KURFALLI,191855,3,11,39,90,0,0,0,0,0,0,0,48
733,SILIVRI,KUCUK KILICLI,40924,2,7,28,54,0,0,0,0,0,0,0,30
734,SILIVRI,KUCUK SINEKLI,16779,1,3,8,18,0,0,0,0,0,0,0,11
735,SILIVRI,MIMAR SINAN,40923,37,139,559,822,9,3,33,72,1,2,4,1349
736,SILIVRI,ORTAKOY,40938,20,75,307,496,1,1,4,10,1,2,0,353
737,SILIVRI,PIRI MEHMET PASA,40919,11,30,124,278,6,4,19,40,0,1,1,584
738,SILIVRI,SANCAKTEPE,40931,23,85,341,526,1,0,7,15,1,1,2,453
739,SILIVRI,SAYALAR,191859,4,10,32,75,0,0,1,3,0,0,0,43
740,SILIVRI,SELIMPASA,40940,31,165,814,1319,5,2,23,64,3,5,5,1515
741,SILIVRI,SEMIZKUMLAR,40926,52,216,926,1347,3,0,9,20,1,2,3,1093
742,SILIVRI,SEYMEN,191841,5,19,82,180,0,0,0,0,0,0,0,88
743,SILIVRI,YENI,40921,17,64,274,518,10,3,46,104,1,2,3,1964
744,SILIVRI,YOLCATI,40932,4,14,54,97,0,0,0,0,0,0,0,64
745,SULTANBEYLI,ABDURRAHMANGAZI,40949,14,68,389,781,11,7,36,85,1,1,2,1763
746,SULTANBEYLI,ADIL,40943,2,12,96,265,0,0,5,19,0,0,1,578
747,SULTANBEYLI,AHMET YESEVI,40942,8,45,292,677,6,2,23,57,0,0,1,1305
748,SULTANBEYLI,AKSEMSETTIN,40956,4,29,182,377,2,1,11,30,0,0,1,631
749,SULTANBEYLI,BATTALGAZI,40944,9,58,368,789,4,2,23,63,1,1,2,1470
750,SULTANBEYLI,FATIH,40951,6,40,256,518,5,2,20,48,0,0,1,1112
751,SULTANBEYLI,HAMIDIYE,40952,12,67,379,702,10,6,36,83,1,1,2,1651
752,SULTANBEYLI,HASANPASA,40948,6,36,217,461,4,3,17,42,0,0,1,955
753,SULTANBEYLI,MECIDIYE,40945,7,42,260,568,4,3,17,46,0,1,2,1075
754,SULTANBEYLI,MEHMET AKIF,40950,12,60,362,743,10,5,34,78,1,1,2,1581
755,SULTANBEYLI,MIMAR SINAN,40946,3,26,178,436,0,0,5,24,1,1,2,626
756,SULTANBEYLI,NECIP FAZIL,40954,8,52,285,512,5,2,21,51,1,1,2,1082
757,SULTANBEYLI,ORHANGAZI,40955,7,41,223,410,6,3,22,51,1,1,1,918
758,SULTANBEYLI,TURGUT REIS,40947,3,23,168,417,1,0,10,29,0,0,1,742
759,SULTANBEYLI,YAVUZ SELIM,40953,8,49,294,569,5,2,20,50,0,1,1,1146
760,SULTANGAZI,50. YIL,40471,10,32,278,1045,14,7,45,105,1,1,2,1779
761,SULTANGAZI,75. YIL,40467,2,5,47,262,2,0,8,22,0,0,1,387
762,SULTANGAZI,CEBECI,40474,7,30,256,923,5,2,21,56,1,1,1,1347
763,SULTANGAZI,CUMHURIYET,40465,1,2,25,134,1,0,4,10,0,0,0,189
764,SULTANGAZI,ESENTEPE,40470,4,19,160,686,3,1,17,48,0,1,1,1114
765,SULTANGAZI,ESKI HABIPLER,40356,1,6,37,120,0,0,0,4,0,0,0,139
766,SULTANGAZI,GAZI,40469,6,24,121,404,6,4,20,46,0,0,1,793
767,SULTANGAZI,HABIBLER,40477,3,19,91,275,0,0,0,8,0,0,0,137
768,SULTANGAZI,ISMETPASA,40475,4,13,138,611,5,2,17,45,0,0,1,980
769,SULTANGAZI,MALKOCOGLU,40476,0,2,26,134,0,0,2,6,0,0,0,163
770,SULTANGAZI,SULTANCIFTLIGI,40472,3,10,104,454,4,1,14,35,0,0,1,641
771,SULTANGAZI,UGUR MUMCU,40473,8,25,206,713,11,5,33,76,1,1,1,1207
772,SULTANGAZI,YAYLA,40377,2,11,77,211,0,0,1,6,0,0,0,188
773,SULTANGAZI,YUNUS EMRE,40466,2,9,74,360,3,2,14,37,0,0,1,667
774,SULTANGAZI,ZUBEYDE HANIM,40468,8,38,164,552,3,3,21,52,0,0,1,793
775,SILE,AGACDERE,191927,0,1,5,13,0,0,0,0,0,0,0,6
776,SILE,AGVA MERKEZ,40961,1,4,39,117,0,0,0,0,0,1,1,40
777,SILE,AHMETLI,191861,2,6,38,110,0,0,0,0,1,1,1,41
778,SILE,AKCAKESE,191863,0,2,12,40,0,0,0,0,0,0,0,12
779,SILE,ALACALI,191947,0,1,15,53,0,0,0,0,0,0,0,13
780,SILE,AVCIKORU,191949,0,1,6,17,0,0,0,0,0,0,0,5
781,SILE,BALIBEY,40960,0,3,50,185,0,0,0,0,0,1,1,49
782,SILE,BICKIDERE,191951,1,3,14,33,0,0,0,1,0,0,0,16
783,SILE,BOZGOCA,16785,0,0,3,9,0,0,0,0,0,0,0,2
784,SILE,BUCAKLI,191897,0,1,10,33,0,0,0,0,0,0,0,10
785,SILE,CATAKLI,191899,1,1,7,18,0,0,0,0,0,0,0,9
786,SILE,CAVUS,40959,1,5,62,209,0,0,0,0,1,1,1,130
787,SILE,CAYIRBASI,191867,0,2,17,60,0,0,0,0,0,0,0,18
788,SILE,CELEBI,191901,0,0,4,15,0,0,0,0,0,0,0,4
789,SILE,CENGILLI,191929,0,2,7,19,0,0,0,0,0,0,0,9
790,SILE,DARLIK,191869,0,1,4,11,0,0,0,0,0,0,0,5
791,SILE,DEGIRMENCAYIRI,191931,1,6,26,63,0,0,0,0,0,0,0,30
792,SILE,DOGANCILI,191953,0,1,16,63,0,0,0,0,0,0,1,14
793,SILE,ERENLER,191871,0,0,2,5,0,0,0,0,0,0,0,2
794,SILE,ESENCELI,191955,0,1,3,8,0,0,0,0,0,0,0,4
795,SILE,GEREDELI,191903,1,4,24,72,0,0,0,0,0,0,0,28
796,SILE,GOCE,191905,1,2,13,40,0,0,0,0,0,0,0,16
797,SILE,GOKMASLI,16807,0,1,8,22,0,0,0,0,0,0,0,7
798,SILE,GOKSU,191909,1,3,12,32,0,0,0,0,0,0,0,14
799,SILE,HACI KASIM,40958,0,0,7,29,0,0,0,0,0,0,0,10
800,SILE,HACILLI,191911,0,2,8,20,0,0,0,0,0,0,0,10
801,SILE,HASANLI,191933,1,2,9,26,0,0,0,0,0,0,0,12
802,SILE,IMRENDERE,191873,0,2,15,48,0,0,0,0,0,0,0,10
803,SILE,IMRENLI,191875,0,2,14,49,0,0,0,0,0,0,0,10
804,SILE,ISAKOY,191913,1,1,10,20,0,0,0,0,0,0,0,11
805,SILE,KABAKOZ,191877,1,4,23,75,0,0,0,0,0,0,0,19
806,SILE,KADIKOY,191915,0,0,2,9,0,0,0,0,0,0,0,2
807,SILE,KALEM,191917,0,1,9,28,0,0,0,0,0,0,0,10
808,SILE,KARABEYLI,191879,0,1,6,18,0,0,0,0,0,0,0,7
809,SILE,KARACAKOY,191881,0,1,7,25,0,0,0,0,0,0,0,6
810,SILE,KARAKIRAZ,191957,0,1,7,23,0,0,0,0,0,0,0,5
811,SILE,KARAMANDERE,191883,0,1,6,18,0,0,0,0,0,0,0,8
812,SILE,KERVANSARAY,191959,0,1,7,19,0,0,0,0,0,0,0,7
813,SILE,KIZILCA,191885,1,3,16,49,0,0,0,0,0,0,0,16
814,SILE,KORUCU,191887,0,1,4,13,0,0,0,0,0,0,0,4
815,SILE,KOMURLUK,191961,0,0,2,9,0,0,0,0,0,0,0,2
816,SILE,KUMBABA,40957,1,5,52,154,0,0,0,0,1,1,1,56
817,SILE,KURFALLI,191919,0,1,9,30,0,0,0,0,0,0,0,7
818,SILE,KURNA,191963,0,0,5,21,0,0,0,0,0,0,0,4
819,SILE,MESRUTIYET,191889,0,1,12,40,0,0,0,0,0,0,0,11
820,SILE,ORUCOGLU,191965,1,3,16,36,0,0,0,0,0,0,0,19
821,SILE,OSMANKOY,191935,1,2,8,20,0,0,0,0,0,0,0,10
822,SILE,OVACIK,191891,0,1,4,12,0,0,0,0,0,0,0,4
823,SILE,SAHILKOY,191967,0,2,26,94,0,0,0,0,0,0,0,23
824,SILE,SATMAZLI,191893,1,2,10,30,0,0,0,0,0,0,0,11
825,SILE,SOFULAR,191969,0,0,5,19,0,0,0,0,0,0,0,5
826,SILE,SOGULLU,191921,1,2,9,23,0,0,0,0,0,0,0,10
827,SILE,SORTULLU,191937,0,1,3,8,0,0,0,0,0,0,0,5
828,SILE,SUAYIPLI,191923,0,0,7,25,0,0,0,0,0,0,0,6
829,SILE,TEKE,16816,1,3,16,41,0,0,0,0,0,0,0,20
830,SILE,ULUPELIT,191971,1,2,10,27,0,0,0,0,0,0,0,12
831,SILE,UVEZLI,191973,0,0,4,16,0,0,0,0,0,0,0,3
832,SILE,YAKA,191939,1,2,8,19,0,0,0,0,0,0,0,10
833,SILE,YAYLALI,191941,0,1,3,9,0,0,0,0,0,0,0,4
834,SILE,YAZIMANAYIR,191943,0,2,7,20,0,0,0,0,0,0,0,9
835,SILE,YENIKOY,191895,0,1,7,20,0,0,0,0,0,0,0,10
836,SILE,YESILVADI,191945,0,1,4,13,0,0,0,0,0,0,0,4
837,SISLI,19 MAYIS,40685,2,5,24,131,2,1,7,14,0,0,0,145
838,SISLI,BOZKURT,40687,3,7,37,187,2,1,6,13,0,0,0,174
839,SISLI,CUMHURIYET,40688,2,4,21,122,2,1,5,10,0,0,0,96
840,SISLI,DUATEPE,40689,2,4,22,118,1,1,5,9,0,0,0,115
841,SISLI,ERGENEKON,40690,1,5,23,98,1,1,3,6,0,0,0,48
842,SISLI,ESENTEPE,40691,2,7,33,145,0,0,3,10,1,0,1,116
843,SISLI,ESKISEHIR,40692,4,14,69,248,3,2,8,17,0,0,0,286
844,SISLI,FERIKOY,40693,3,7,37,182,3,2,8,17,0,0,0,229
845,SISLI,FULYA,40694,2,5,26,166,3,1,10,20,0,1,1,192
846,SISLI,GULBAHAR,40695,2,7,37,176,3,1,9,19,0,0,0,313
847,SISLI,HALASKARGAZI,40698,1,3,15,80,0,0,2,4,0,0,0,31
848,SISLI,HALIDE EDIP ADIVAR,40696,2,6,33,154,2,0,6,15,0,0,0,266
849,SISLI,HALIL RIFAT PASA,40697,1,5,22,80,1,0,3,7,0,0,0,101
850,SISLI,HARBIYE,40699,1,3,15,68,0,0,1,3,0,0,0,39
851,SISLI,INONU,40711,3,11,49,172,1,0,3,7,0,0,0,104
852,SISLI,IZZET PASA,40712,2,6,30,118,2,1,5,10,0,0,0,158
853,SISLI,KAPTANPASA,40701,0,1,5,20,0,0,1,2,0,0,0,54
854,SISLI,KUSTEPE,40702,5,22,104,343,4,3,13,29,0,0,0,397
855,SISLI,MAHMUT SEVKET PASA,40703,4,13,64,255,5,3,15,31,0,0,1,440
856,SISLI,MECIDIYEKOY,40705,3,8,42,206,4,1,11,24,0,0,0,286
857,SISLI,MERKEZ,40706,4,10,54,284,3,1,10,21,1,1,1,194
858,SISLI,MESRUTIYET,40707,7,13,58,263,4,2,10,18,0,0,0,188
859,SISLI,PASA,40708,5,21,93,325,4,2,12,27,0,0,1,410
860,SISLI,TESVIKIYE,40709,3,6,30,180,2,1,7,15,0,0,0,155
861,SISLI,YAYLA,40710,4,14,65,212,3,2,9,20,0,0,0,308
862,TUZLA,AKFIRAT,40725,1,11,65,117,0,0,0,2,0,0,0,142
863,TUZLA,ANADOLU,40730,0,4,23,48,0,0,0,1,0,0,0,43
864,TUZLA,AYDINLI,40720,41,176,821,1481,22,12,87,188,2,3,9,3467
865,TUZLA,AYDINTEPE,40717,11,38,191,458,12,6,34,72,1,1,2,1119
866,TUZLA,CAMI,40724,26,73,250,278,11,6,33,61,1,1,2,729
867,TUZLA,EVLIYA CELEBI,40718,19,65,255,395,9,4,27,56,1,1,3,931
868,TUZLA,FATIH,40731,1,5,32,72,0,0,0,0,0,0,0,43
869,TUZLA,ICMELER,40716,14,43,193,344,8,5,27,54,0,0,1,725
870,TUZLA,ISTASYON,40723,46,98,312,450,29,19,80,149,1,2,5,1930
871,TUZLA,MESCIT,40732,5,27,123,197,1,1,7,17,1,1,2,371
872,TUZLA,MIMAR SINAN,40721,77,199,586,717,57,43,159,293,1,2,5,3143
873,TUZLA,ORHANLI,40728,12,72,332,526,1,1,6,12,0,1,4,157
874,TUZLA,ORTA,40729,3,24,138,274,1,0,4,13,0,1,1,429
875,TUZLA,POSTANE,40719,56,183,737,1001,17,10,65,130,2,2,6,1878
876,TUZLA,SIFA,40722,103,238,673,733,81,50,218,392,2,2,6,4163
877,TUZLA,TEPEOREN,40726,8,49,287,595,0,0,2,4,1,1,0,332
878,TUZLA,YAYLA,40715,23,65,292,553,19,12,59,121,1,1,2,1815
879,UMRANIYE,ADEM YAVUZ,98684,5,24,137,356,2,1,12,28,0,0,1,599
880,UMRANIYE,ALTINSEHIR,98685,3,15,126,418,3,1,12,31,1,1,1,694
881,UMRANIYE,ARMAGANEVLER,98686,2,9,87,346,1,0,9,26,0,0,1,678
882,UMRANIYE,ASAGI DUDULLU,40742,5,26,151,337,2,1,11,26,0,0,1,497
883,UMRANIYE,ATAKENT,40748,1,6,57,197,0,0,4,14,0,0,0,412
884,UMRANIYE,ATATURK,40735,2,7,68,276,2,1,9,23,0,0,0,423
885,UMRANIYE,CEMIL MERIC,98688,14,56,284,644,7,7,24,57,1,1,1,1014
886,UMRANIYE,CAKMAK,40738,1,5,52,275,0,0,5,18,0,0,1,424
887,UMRANIYE,CAMLIK,98689,0,3,28,161,0,0,2,8,0,0,0,209
888,UMRANIYE,DUMLUPINAR,98690,5,29,163,434,0,0,9,23,0,0,1,460
889,UMRANIYE,ELMALIKENT,98691,3,20,141,383,0,0,8,24,0,0,1,599
890,UMRANIYE,ESENEVLER,98692,1,3,37,196,0,0,3,13,0,0,0,285
891,UMRANIYE,ESENKENT,98709,3,21,163,462,0,0,4,18,1,1,2,580
892,UMRANIYE,ESENSEHIR,40747,5,24,163,414,4,1,13,31,1,1,1,692
893,UMRANIYE,FATIH SULTAN MEHMET,98693,0,2,15,54,0,0,1,3,0,0,0,73
894,UMRANIYE,HEKIMBASI,40744,3,18,107,286,0,0,3,12,0,0,0,201
895,UMRANIYE,HUZUR,98694,2,14,108,264,0,0,5,15,0,0,1,356
896,UMRANIYE,IHLAMURKUYU,40745,6,26,147,373,3,2,13,31,0,1,1,635
897,UMRANIYE,INKILAP,40737,4,22,175,481,1,0,8,26,1,1,1,776
898,UMRANIYE,ISTIKLAL,40739,2,7,69,335,1,0,7,24,0,0,1,589
899,UMRANIYE,KAZIM KARABEKIR,40743,5,25,179,459,2,0,9,25,0,0,1,580
900,UMRANIYE,MADENLER,98695,1,7,57,187,0,0,3,12,0,0,1,305
901,UMRANIYE,MEHMET AKIF,98696,0,2,19,110,0,0,2,8,0,0,0,226
902,UMRANIYE,NAMIK KEMAL,40736,2,7,68,283,1,0,8,20,0,0,0,434
903,UMRANIYE,NECIP FAZIL,98699,9,43,238,532,8,2,24,55,1,1,1,1235
904,UMRANIYE,PARSELLER,98700,3,18,124,301,1,0,8,22,0,0,1,584
905,UMRANIYE,SARAY,98701,1,3,24,73,0,0,0,1,0,0,0,24
906,UMRANIYE,SITE,98702,4,17,101,297,2,1,9,26,0,1,1,656
907,UMRANIYE,SERIFALI,98703,1,5,48,179,0,0,1,4,0,0,1,133
908,UMRANIYE,TANTAVI,98704,1,3,24,83,0,0,2,6,0,0,0,182
